Name,NumberOfInstances,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,NumberOfClasses,MajorityClassPercentage
QSAR-TID-12863 (1),30.0,0.0,1025.0,1.0,0.0,
QSAR-TID-280 (1),3438.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100416 (1),122.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12689 (1),575.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10842 (1),782.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101359 (1),89.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30010 (1),82.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20014 (1),2625.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17084 (1),1863.0,0.0,1025.0,1.0,0.0,
QSAR-TID-227 (1),1238.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10980 (1),5766.0,0.0,1025.0,1.0,0.0,
QSAR-TID-61 (1),2076.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100044 (1),1541.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102401 (1),78.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12867 (1),31.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12169 (1),64.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100865 (1),38.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11142 (1),74.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100624 (1),127.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17061 (1),152.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10461 (1),34.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100956 (1),48.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12895 (1),547.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10906 (1),1004.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11169 (1),52.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11758 (1),213.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101348 (1),819.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12944 (1),887.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101582 (1),36.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100817 (1),14.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10019 (1),38.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12366 (1),162.0,0.0,1025.0,1.0,0.0,
QSAR-TID-104499 (1),24.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11104 (1),29.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101496 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-236 (1),411.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10628 (1),32.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11265 (1),740.0,0.0,1025.0,1.0,0.0,
QSAR-TID-19642 (1),17.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12786 (1),624.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12688 (1),213.0,0.0,1025.0,1.0,0.0,
QSAR-TID-219 (1),1584.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100860 (1),61.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12967 (1),2756.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100858 (1),12.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101533 (1),25.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12261 (1),1842.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10766 (1),122.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102406 (1),23.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10506 (1),10.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10227 (1),15.0,0.0,1025.0,1.0,0.0,
QSAR-TID-19904 (1),584.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12078 (1),70.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10075 (1),161.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11300 (1),1616.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10530 (1),90.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30049 (1),733.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12407 (1),66.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100080 (1),1157.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101505 (1),15.0,0.0,1025.0,1.0,0.0,
QSAR-TID-250 (1),2446.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11866 (1),47.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11242 (1),1107.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30000 (1),83.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11017 (1),1211.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11558 (1),33.0,0.0,1025.0,1.0,0.0,
QSAR-TID-193 (1),199.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103101 (1),10.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11711 (1),11.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11902 (1),1211.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10871 (1),30.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12506 (1),34.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12752 (1),49.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102988 (1),88.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30038 (1),106.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12391 (1),17.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12265 (1),636.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10653 (1),645.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101360 (1),73.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10701 (1),125.0,0.0,1025.0,1.0,0.0,
QSAR-TID-19623 (1),656.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10930 (1),560.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10979 (1),1671.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101538 (1),80.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12886 (1),81.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10113 (1),131.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12514 (1),692.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17106 (1),127.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100426 (1),123.0,0.0,1025.0,1.0,0.0,
QSAR-TID-275 (1),477.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20157 (1),63.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103452 (1),74.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100867 (1),85.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30021 (1),92.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103456 (1),73.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11414 (1),61.0,0.0,1025.0,1.0,0.0,
QSAR-TID-278 (1),2256.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100590 (1),11.0,0.0,1025.0,1.0,0.0,
QSAR-TID-235 (1),1560.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10839 (1),1891.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11774 (1),10.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12840 (1),1608.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20025 (1),89.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20151 (1),1427.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17120 (1),731.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12000 (1),366.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101464 (1),1044.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10051 (1),1007.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10981 (1),262.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10478 (1),86.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101097 (1),59.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101105 (1),10.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103169 (1),10.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103561 (1),47.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100908 (1),84.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100479 (1),11.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10009 (1),714.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10659 (1),81.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101124 (1),10.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11451 (1),2442.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10250 (1),124.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30007 (1),534.0,0.0,1025.0,1.0,0.0,
QSAR-TID-52 (1),877.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20174 (1),1201.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11694 (1),157.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100163 (1),10.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103900 (1),75.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100871 (1),84.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101356 (1),58.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101548 (1),66.0,0.0,1025.0,1.0,0.0,
QSAR-TID-266 (1),137.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100483 (1),17.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100430 (1),126.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12162 (1),111.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12950 (1),34.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101584 (1),74.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103063 (1),30.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11140 (1),3429.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11755 (1),1089.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100120 (1),18.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30008 (1),837.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10116 (1),399.0,0.0,1025.0,1.0,0.0,
QSAR-TID-133 (1),3151.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10266 (1),1932.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101386 (1),148.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11024 (1),2329.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10475 (1),1030.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12507 (1),314.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11453 (1),57.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102421 (1),74.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12959 (1),72.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100671 (1),25.0,0.0,1025.0,1.0,0.0,
QSAR-TID-191 (1),4442.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100621 (1),24.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10849 (1),1580.0,0.0,1025.0,1.0,0.0,
QSAR-TID-65 (1),1515.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100975 (1),75.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100835 (1),125.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10378 (1),1330.0,0.0,1025.0,1.0,0.0,
QSAR-TID-226 (1),1431.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11156 (1),838.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101508 (1),532.0,0.0,1025.0,1.0,0.0,
QSAR-TID-234 (1),2145.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11574 (1),230.0,0.0,1025.0,1.0,0.0,
QSAR-TID-14071 (1),30.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11969 (1),1246.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11403 (1),20.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102807 (1),18.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100857 (1),319.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102 (1),534.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30045 (1),655.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100843 (1),16.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101055 (1),81.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12894 (1),483.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10188 (1),3889.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101239 (1),80.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10918 (1),1238.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10074 (1),377.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11631 (1),1255.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10280 (1),3134.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12238 (1),30.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100067 (1),12.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10444 (1),44.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17035 (1),17.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100951 (1),81.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101557 (1),732.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11556 (1),39.0,0.0,1025.0,1.0,0.0,
QSAR-TID-18044 (1),113.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100140 (1),821.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11 (1),5742.0,0.0,1025.0,1.0,0.0,
QSAR-TID-208 (1),22.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17081 (1),440.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10781 (1),2044.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10878 (1),427.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12949 (1),389.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12415 (1),395.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101506 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10574 (1),422.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17075 (1),15.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101309 (1),73.0,0.0,1025.0,1.0,0.0,
QSAR-TID-279 (1),126.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100848 (1),60.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100869 (1),18.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10541 (1),151.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20104 (1),116.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20020 (1),86.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101448 (1),80.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11044 (1),63.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100107 (1),41.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101110 (1),186.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103111 (1),16.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10929 (1),154.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11785 (1),413.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20158 (1),257.0,0.0,1025.0,1.0,0.0,
QSAR-TID-136 (1),4085.0,0.0,1025.0,1.0,0.0,
QSAR-TID-129 (1),4089.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10496 (1),40.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100027 (1),24.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100063 (1),149.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12725 (1),141.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11559 (1),17.0,0.0,1025.0,1.0,0.0,
QSAR-TID-13005 (1),124.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12847 (1),215.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100286 (1),14.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101231 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30024 (1),84.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100836 (1),81.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12067 (1),406.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12252 (1),2998.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20139 (1),108.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30032 (1),107.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20113 (1),728.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11908 (1),83.0,0.0,1025.0,1.0,0.0,
QSAR-TID-197 (1),1243.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20126 (1),182.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12887 (1),117.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12163 (1),285.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12641 (1),37.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10577 (1),397.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103521 (1),13.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10057 (1),209.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11047 (1),92.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10360 (1),155.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101014 (1),448.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30012 (1),559.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100925 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30050 (1),80.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102420 (1),349.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100431 (1),468.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11109 (1),1976.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12627 (1),612.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101613 (1),96.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101333 (1),168.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30023 (1),526.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30001 (1),717.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30037 (1),711.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10618 (1),134.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11296 (1),156.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17086 (1),74.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100863 (1),350.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10625 (1),40.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10402 (1),65.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101504 (1),99.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30047 (1),97.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11054 (1),344.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11110 (1),969.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12244 (1),10.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11907 (1),270.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10277 (1),886.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30027 (1),83.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10142 (1),2872.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11361 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17085 (1),1159.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12983 (1),810.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11225 (1),2585.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12965 (1),74.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12854 (1),62.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12406 (1),62.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103800 (1),91.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12568 (1),340.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12135 (1),48.0,0.0,1025.0,1.0,0.0,
QSAR-TID-243 (1),283.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10620 (1),68.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11239 (1),70.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100129 (1),513.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10472 (1),455.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10692 (1),388.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12742 (1),737.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10183 (1),706.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10796 (1),536.0,0.0,1025.0,1.0,0.0,
QSAR-TID-130 (1),3133.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12694 (1),862.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10443 (1),769.0,0.0,1025.0,1.0,0.0,
QSAR-TID-114 (1),3490.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10197 (1),3058.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10696 (1),1070.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10294 (1),342.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100948 (1),139.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100909 (1),81.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20105 (1),101.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103062 (1),74.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101301 (1),151.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17107 (1),290.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101312 (1),80.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101069 (1),73.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102849 (1),23.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17113 (1),12.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11049 (1),22.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11802 (1),13.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100410 (1),625.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10647 (1),890.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100914 (1),80.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10355 (1),15.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30028 (1),399.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12396 (1),93.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10785 (1),83.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11150 (1),84.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10578 (1),48.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100414 (1),266.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20110 (1),59.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12038 (1),143.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11806 (1),27.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100435 (1),22.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30041 (1),81.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10315 (1),1086.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100143 (1),15.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12471 (1),406.0,0.0,1025.0,1.0,0.0,
QSAR-TID-261 (1),542.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10062 (1),211.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101408 (1),583.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10907 (1),1443.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17000 (1),31.0,0.0,1025.0,1.0,0.0,
QSAR-TID-35 (1),1597.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10495 (1),1829.0,0.0,1025.0,1.0,0.0,
QSAR-TID-56 (1),1631.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11784 (1),65.0,0.0,1025.0,1.0,0.0,
QSAR-TID-271 (1),576.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10473 (1),376.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10682 (1),23.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30004 (1),84.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10803 (1),37.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12828 (1),85.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10621 (1),99.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11896 (1),35.0,0.0,1025.0,1.0,0.0,
QSAR-TID-76 (1),454.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100906 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10274 (1),940.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11780 (1),50.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30043 (1),1103.0,0.0,1025.0,1.0,0.0,
QSAR-TID-138 (1),1426.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101332 (1),106.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10548 (1),1100.0,0.0,1025.0,1.0,0.0,
QSAR-TID-108 (1),2869.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101188 (1),82.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12263 (1),47.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11279 (1),522.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17121 (1),182.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11637 (1),96.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11718 (1),27.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101030 (1),103.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101056 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10904 (1),483.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11766 (1),83.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10187 (1),64.0,0.0,1025.0,1.0,0.0,
QSAR-TID-9 (1),5013.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10627 (1),2408.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11567 (1),76.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100417 (1),1239.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11010 (1),22.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11925 (1),95.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100855 (1),811.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101034 (1),746.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102669 (1),180.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11499 (1),12.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11064 (1),14.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11286 (1),297.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17024 (1),373.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12536 (1),202.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103458 (1),72.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12955 (1),532.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101225 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100862 (1),177.0,0.0,1025.0,1.0,0.0,
QSAR-TID-259 (1),4332.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30014 (1),987.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20162 (1),156.0,0.0,1025.0,1.0,0.0,
